shipID,plannedShipDate,actualShipDate,partID,quantity
10041,10/15/2013,10/10/2013,part643e9f5,3
10042,10/15/2013,10/10/2013,part497f2a4,20
10043,10/14/2013,10/10/2013,part7259bf2,1
10043,10/14/2013,10/10/2013,partd62f102,1
10043,10/14/2013,10/10/2013,part205ec7c,1
10044,10/15/2013,10/10/2013,part1fedfcf,1
10044,10/15/2013,10/10/2013,parta44b1aa,1
10044,10/15/2013,10/10/2013,partcc629d6,1
10045,10/14/2013,10/10/2013,part9b20f94,10
10046,10/15/2013,10/10/2013,part29c806e,2
10047,10/14/2013,10/10/2013,partd174dfe,4
10048,10/15/2013,10/10/2013,part38a3ee6,1
10049,10/15/2013,10/10/2013,part38a3ee6,1
10050,10/14/2013,10/10/2013,part50d9da7,2
10051,10/15/2013,10/10/2013,part8a9d16c,1
10052,10/14/2013,10/10/2013,part7a2d2f2,1
10053,10/15/2013,10/10/2013,part8a9d16c,1
10054,10/14/2013,10/10/2013,part71da2df,2
10054,10/14/2013,10/10/2013,part0151978,1
10054,10/14/2013,10/10/2013,parta368a39,1
10054,10/14/2013,10/10/2013,partd5b4e20,1
10054,10/14/2013,10/10/2013,part5d8d064,1
10054,10/14/2013,10/10/2013,partd160b0,1
10054,10/14/2013,10/10/2013,partb5dfc71,1
10054,10/14/2013,10/10/2013,partdf5b799,1
10054,10/14/2013,10/10/2013,part1fedfcf,4
10054,10/14/2013,10/10/2013,partb50e0af,2
10054,10/14/2013,10/10/2013,parte3f9e7c,4
10054,10/14/2013,10/10/2013,partf8c1105,1
10054,10/14/2013,10/10/2013,partdc22f09,1
10054,10/14/2013,10/10/2013,partfc1ad69,1
10054,10/14/2013,10/10/2013,part096f2a1,1
10054,10/14/2013,10/10/2013,partc3690f7,1
10054,10/14/2013,10/10/2013,part909d8d5,1
10054,10/14/2013,10/10/2013,part48b3217,1
10054,10/14/2013,10/10/2013,part9146d41,1
10054,10/14/2013,10/10/2013,part9249eda,1
10054,10/14/2013,10/10/2013,parta66fdb,1
10054,10/14/2013,10/10/2013,part5b9a10b,1
10054,10/14/2013,10/10/2013,part371b72e,1
10054,10/14/2013,10/10/2013,part0945ee9,1
10054,10/14/2013,10/10/2013,part03ec4c9,1
10054,10/14/2013,10/10/2013,parted2665a,1
10055,10/14/2013,10/10/2013,part1d9c166,1
10055,10/14/2013,10/10/2013,part22c51ff,1
10055,10/14/2013,10/10/2013,part950e2c9,1
10056,10/15/2013,10/10/2013,partd957a5d,10
10057,10/14/2013,10/10/2013,part54d1a21,1
10057,10/14/2013,10/10/2013,part71da2df,2
10057,10/14/2013,10/10/2013,partc653823,1
10057,10/14/2013,10/10/2013,partb6208b5,1
10057,10/14/2013,10/10/2013,partb5dfc71,1
10057,10/14/2013,10/10/2013,part062324f,1
10057,10/14/2013,10/10/2013,part1fedfcf,6
10057,10/14/2013,10/10/2013,parte3f9e7c,4
10057,10/14/2013,10/10/2013,part16c88c7,1
10057,10/14/2013,10/10/2013,part791c237,1
10057,10/14/2013,10/10/2013,part081f8f4,1
10057,10/14/2013,10/10/2013,part171a01d,1
10057,10/14/2013,10/10/2013,part909d8d5,1
10057,10/14/2013,10/10/2013,part371b72e,1
10057,10/14/2013,10/10/2013,part03ec4c9,2
10057,10/14/2013,10/10/2013,part37c7b0e,1
10057,10/14/2013,10/10/2013,partad5813a,1
10057,10/14/2013,10/10/2013,part35b33ed,1
10057,10/14/2013,10/10/2013,part06ffa6f,1
10057,10/14/2013,10/10/2013,partc3d0d4e,1
10057,10/14/2013,10/10/2013,part661cd79,1
10057,10/14/2013,10/10/2013,part8f8889e,1
10057,10/14/2013,10/10/2013,partf4a75c2,1
10057,10/14/2013,10/10/2013,parted2665a,1
10058,10/14/2013,10/10/2013,parta61655c,2
10059,11/5/2013,10/11/2013,part6667ad,4
10059,11/5/2013,10/11/2013,part5d8d064,1
10059,11/5/2013,10/11/2013,partd160b0,1
10059,11/5/2013,10/11/2013,part1645484,1
10059,11/5/2013,10/11/2013,partda5110b,1
10059,11/5/2013,10/11/2013,part1fedfcf,4
10059,11/5/2013,10/11/2013,part0987f63,2
10059,11/5/2013,10/11/2013,partf194391,3
10059,11/5/2013,10/11/2013,part288edc6,1
10059,11/5/2013,10/11/2013,part3f1402f,2
10059,11/5/2013,10/11/2013,partb50e0af,2
10059,11/5/2013,10/11/2013,partb399873,1
10059,11/5/2013,10/11/2013,part22742c3,1
10059,11/5/2013,10/11/2013,part48b3217,2
10059,11/5/2013,10/11/2013,part6527169,1
10059,11/5/2013,10/11/2013,part9146d41,1
10059,11/5/2013,10/11/2013,parte495ac3,1
10059,11/5/2013,10/11/2013,part0dcfff8,1
10059,11/5/2013,10/11/2013,part41a226,1
10059,11/5/2013,10/11/2013,part5f63c90,1
10059,11/5/2013,10/11/2013,partb5c97bc,1
10059,11/5/2013,10/11/2013,part4db7ce3,2
10059,11/5/2013,10/11/2013,partad51dcf,1
10059,11/5/2013,10/11/2013,part66ed30d,1
10059,11/5/2013,10/11/2013,partf6782b7,1
10059,11/5/2013,10/11/2013,part501ef0a,1
10059,11/5/2013,10/11/2013,parted7ea94,1
10059,11/5/2013,10/11/2013,part7479dcf,1
10059,11/5/2013,10/11/2013,part434d2bc,1
10059,11/5/2013,10/11/2013,part4c5caee,1
10059,11/5/2013,10/11/2013,part53f1225,1
10059,11/5/2013,10/11/2013,part3c6a466,1
10059,11/5/2013,10/11/2013,part0945ee9,1
10059,11/5/2013,10/11/2013,part5bd94b1,1
10059,11/5/2013,10/11/2013,part0d00ec6,1
10059,11/5/2013,10/11/2013,part9b3abf3,2
10060,10/14/2013,10/11/2013,part54d1a21,1
10060,10/14/2013,10/11/2013,partc653823,1
10060,10/14/2013,10/11/2013,partb6208b5,1
10060,10/14/2013,10/11/2013,partb5dfc71,1
10060,10/14/2013,10/11/2013,part1fedfcf,6
10060,10/14/2013,10/11/2013,part981efb3,1
10060,10/14/2013,10/11/2013,parte3f9e7c,4
10060,10/14/2013,10/11/2013,part523acd4,1
10060,10/14/2013,10/11/2013,part98e5821,1
10060,10/14/2013,10/11/2013,partf41e87b,1
10060,10/14/2013,10/11/2013,part66bb851,1
10060,10/14/2013,10/11/2013,part4925a,1
10060,10/14/2013,10/11/2013,part9d33caa,1
10060,10/14/2013,10/11/2013,part99ac9b5,1
10060,10/14/2013,10/11/2013,part843e550,1
10060,10/14/2013,10/11/2013,part171a01d,1
10060,10/14/2013,10/11/2013,part909d8d5,1
10060,10/14/2013,10/11/2013,part451bb96,1
10060,10/14/2013,10/11/2013,part5b9a10b,1
10060,10/14/2013,10/11/2013,part371b72e,1
10060,10/14/2013,10/11/2013,part03ec4c9,1
10060,10/14/2013,10/11/2013,parta442b41,1
10060,10/14/2013,10/11/2013,partb864176,1
10060,10/14/2013,10/11/2013,partd5b19e4,1
10060,10/14/2013,10/11/2013,part6f629ec,1
10060,10/14/2013,10/11/2013,part82e69e9,1
10060,10/14/2013,10/11/2013,parted2665a,1
10061,10/14/2013,10/11/2013,part7fa02f8,2
10061,10/14/2013,10/11/2013,part6df019c,1
10061,10/14/2013,10/11/2013,part1fedfcf,5
10061,10/14/2013,10/11/2013,part06a13e0,1
10061,10/14/2013,10/11/2013,part791c237,2
10061,10/14/2013,10/11/2013,part171a01d,2
10061,10/14/2013,10/11/2013,partda0e59b,1
10061,10/14/2013,10/11/2013,part371b72e,1
10061,10/14/2013,10/11/2013,partd43369e,2
10061,10/14/2013,10/11/2013,partdc6886f,1
10061,10/14/2013,10/11/2013,part98d0588,1
10061,10/14/2013,10/11/2013,part03ec4c9,1
10061,10/14/2013,10/11/2013,part661cd79,1
10061,10/14/2013,10/11/2013,parted2665a,1
10062,10/15/2013,10/11/2013,parta156c5f,6
10062,10/15/2013,10/11/2013,parte210ce7,18
10063,10/15/2013,10/11/2013,part71b107e,1
10063,10/15/2013,10/11/2013,partff3f2ba,1
10063,10/15/2013,10/11/2013,part6ee349a,1
10063,10/15/2013,10/11/2013,partc67cf98,1
10063,10/15/2013,10/11/2013,part0a5a62,1
10063,10/15/2013,10/11/2013,part7259bf2,2
10063,10/15/2013,10/11/2013,part7aa317d,1
10063,10/15/2013,10/11/2013,parte961e4f,1
10063,10/15/2013,10/11/2013,part7d9d27c,1
10063,10/15/2013,10/11/2013,part6e80887,2
10063,10/15/2013,10/11/2013,part9a021d,1
10063,10/15/2013,10/11/2013,parta2cc65f,3
10063,10/15/2013,10/11/2013,part481932d,2
10063,10/15/2013,10/11/2013,partcbde9e0,1
10063,10/15/2013,10/11/2013,partaf8fb76,1
10063,10/15/2013,10/11/2013,partdfad4e1,1
10063,10/15/2013,10/11/2013,partc3976f3,1
10063,10/15/2013,10/11/2013,partc8ada2b,1
10063,10/15/2013,10/11/2013,part64af9db,1
10063,10/15/2013,10/11/2013,part7547885,3
10063,10/15/2013,10/11/2013,partf557daa,1
10064,10/14/2013,10/11/2013,part67d162f,1
10065,10/15/2013,10/11/2013,part2025574,1
10066,10/15/2013,10/11/2013,part54d1a21,1
10066,10/15/2013,10/11/2013,partc653823,1
10066,10/15/2013,10/11/2013,partb6208b5,1
10066,10/15/2013,10/11/2013,partb5dfc71,1
10066,10/15/2013,10/11/2013,partdf5b799,1
10066,10/15/2013,10/11/2013,part1fedfcf,9
10066,10/15/2013,10/11/2013,partb8509b1,1
10066,10/15/2013,10/11/2013,parte04a6ce,1
10066,10/15/2013,10/11/2013,parte3f9e7c,4
10066,10/15/2013,10/11/2013,part1e884a6,1
10066,10/15/2013,10/11/2013,partdc22f09,1
10066,10/15/2013,10/11/2013,partfc1ad69,1
10066,10/15/2013,10/11/2013,part783a2cc,1
10066,10/15/2013,10/11/2013,partcb14710,1
10066,10/15/2013,10/11/2013,part843e550,1
10066,10/15/2013,10/11/2013,parte0ebf50,1
10066,10/15/2013,10/11/2013,part909d8d5,1
10066,10/15/2013,10/11/2013,part22742c3,1
10066,10/15/2013,10/11/2013,part0c1c740,1
10066,10/15/2013,10/11/2013,partd578ab3,1
10066,10/15/2013,10/11/2013,part15541ff,1
10066,10/15/2013,10/11/2013,part9146d41,1
10066,10/15/2013,10/11/2013,part57669fb,1
10066,10/15/2013,10/11/2013,part5b9a10b,1
10066,10/15/2013,10/11/2013,part371b72e,1
10066,10/15/2013,10/11/2013,part957826e,1
10066,10/15/2013,10/11/2013,part99694e,1
10066,10/15/2013,10/11/2013,part3c6a466,1
10066,10/15/2013,10/11/2013,part03ec4c9,1
10066,10/15/2013,10/11/2013,parta442b41,1
10066,10/15/2013,10/11/2013,partb864176,1
10066,10/15/2013,10/11/2013,partd5b19e4,1
10066,10/15/2013,10/11/2013,part82e69e9,1
10066,10/15/2013,10/11/2013,parted2665a,1
10067,10/15/2013,10/11/2013,part1fedfcf,4
10067,10/15/2013,10/11/2013,part4925a,1
10067,10/15/2013,10/11/2013,part843e550,1
10067,10/15/2013,10/11/2013,parte0ebf50,1
10067,10/15/2013,10/11/2013,part909d8d5,1
10067,10/15/2013,10/11/2013,part22742c3,1
10067,10/15/2013,10/11/2013,part3c6a466,1
10067,10/15/2013,10/11/2013,part9a29235,1
10067,10/15/2013,10/11/2013,partdedb626,1
10067,10/15/2013,10/11/2013,part2158d6,1
10067,10/15/2013,10/11/2013,part0f6606f,2
10067,10/15/2013,10/11/2013,part4665755,1
10068,10/15/2013,10/11/2013,part0a5a62,1
10068,10/15/2013,10/11/2013,partc623cbe,1
10068,10/15/2013,10/11/2013,partcdd212f,1
10068,10/15/2013,10/11/2013,part7259bf2,1
10068,10/15/2013,10/11/2013,part1fedfcf,4
10068,10/15/2013,10/11/2013,part23f9e89,1
10068,10/15/2013,10/11/2013,part7496932,1
10068,10/15/2013,10/11/2013,partf194391,1
10068,10/15/2013,10/11/2013,parta7f3528,1
10068,10/15/2013,10/11/2013,parte394e24,1
10068,10/15/2013,10/11/2013,partb50e0af,1
10068,10/15/2013,10/11/2013,part9396a30,1
10068,10/15/2013,10/11/2013,part6b48c13,1
10068,10/15/2013,10/11/2013,part0c1c740,1
10068,10/15/2013,10/11/2013,part48b3217,1
10068,10/15/2013,10/11/2013,part15541ff,1
10068,10/15/2013,10/11/2013,part6527169,2
10068,10/15/2013,10/11/2013,part9146d41,1
10068,10/15/2013,10/11/2013,partaad15f,1
10068,10/15/2013,10/11/2013,partbb8eae,1
10068,10/15/2013,10/11/2013,partd9f75b1,1
10068,10/15/2013,10/11/2013,part2b9965,1
10068,10/15/2013,10/11/2013,part2e45e83,1
10068,10/15/2013,10/11/2013,part789083,1
10068,10/15/2013,10/11/2013,parte1c733,1
10068,10/15/2013,10/11/2013,partf12eb1e,1
10068,10/15/2013,10/11/2013,part1577914,1
10068,10/15/2013,10/11/2013,part88c297,1
10068,10/15/2013,10/11/2013,part481932d,1
10068,10/15/2013,10/11/2013,partcbde9e0,1
10068,10/15/2013,10/11/2013,partf7fd3c6,1
10068,10/15/2013,10/11/2013,partaa3d0d6,1
10068,10/15/2013,10/11/2013,part0379c70,1
10068,10/15/2013,10/11/2013,part37c8954,1
10068,10/15/2013,10/11/2013,partaf8fb76,1
10068,10/15/2013,10/11/2013,partf5fc5f8,1
10068,10/15/2013,10/11/2013,part06c486c,1
10068,10/15/2013,10/11/2013,partc3976f3,1
10068,10/15/2013,10/11/2013,part2fc2f73,1
10068,10/15/2013,10/11/2013,partafdd19f,1
10068,10/15/2013,10/11/2013,part7547885,5
10068,10/15/2013,10/11/2013,part6a566b1,1
10069,10/16/2013,10/11/2013,part7300302,2
10070,10/16/2013,10/11/2013,partb08fbe1,20
10071,10/15/2013,10/11/2013,part6ee349a,2
10071,10/15/2013,10/11/2013,part7259bf2,4
10071,10/15/2013,10/11/2013,part7496932,2
10071,10/15/2013,10/11/2013,part991d2ba,2
10071,10/15/2013,10/11/2013,parta2cc65f,6
10071,10/15/2013,10/11/2013,partde23618,2
10071,10/15/2013,10/11/2013,partcbde9e0,2
10071,10/15/2013,10/11/2013,part3ee6b,4
10071,10/15/2013,10/11/2013,part7547885,2
10072,10/15/2013,10/11/2013,part0d90917,1
10073,10/16/2013,10/11/2013,partf2bb796,1
10073,10/16/2013,10/11/2013,part61e76ba,3
10074,10/14/2013,10/11/2013,part379e8c3,1
10074,10/14/2013,10/11/2013,parte94ec1b,1
10074,10/14/2013,10/11/2013,part61fb2b6,1
10074,10/14/2013,10/11/2013,part70e3dbe,1
10074,10/14/2013,10/11/2013,partc0b5458,1
10074,10/14/2013,10/11/2013,partc6521f9,1
10075,10/16/2013,10/11/2013,part65f52e8,1
10076,10/15/2013,10/11/2013,parta79e639,3
10077,10/15/2013,10/11/2013,parteec506f,1
10078,10/14/2013,10/11/2013,part7481244,1
10078,10/14/2013,10/11/2013,part1fedfcf,1
10078,10/14/2013,10/11/2013,part27ebeb6,1
10078,10/14/2013,10/11/2013,part988ed2e,1
10078,10/14/2013,10/11/2013,part2a9bf31,1
10078,10/14/2013,10/11/2013,parta163c,1
10078,10/14/2013,10/11/2013,partc2abde1,1
10078,10/14/2013,10/11/2013,part99ddd29,1
10079,10/15/2013,10/11/2013,part287a49e,19
10080,10/15/2013,10/11/2013,part8981ccd,32
10081,10/15/2013,10/11/2013,part8acdaf4,2
10081,10/15/2013,10/11/2013,part063329f,2
10082,10/15/2013,10/11/2013,part1fedfcf,1
10082,10/15/2013,10/11/2013,parte0ebf50,1
10082,10/15/2013,10/11/2013,part909d8d5,1
10083,10/15/2013,10/11/2013,part1fedfcf,1
10083,10/15/2013,10/11/2013,parte0ebf50,1
10083,10/15/2013,10/11/2013,part909d8d5,1
10084,10/15/2013,10/11/2013,part43c3f87,1
10085,10/16/2013,10/11/2013,part5ffbd4f,1
10086,10/15/2013,10/11/2013,partca8c42f,2
10087,10/16/2013,10/11/2013,part5ffbd4f,2
10088,10/15/2013,10/11/2013,part93396cc,4
10089,10/14/2013,10/11/2013,part0a7173,2
10090,10/16/2013,10/11/2013,part8acdaf4,1
10090,10/16/2013,10/11/2013,part18b2802,1
10091,10/16/2013,10/11/2013,part5ffbd4f,10
10092,10/15/2013,10/11/2013,part9e89fff,1
10093,10/14/2013,10/11/2013,part0416a49,1
10094,10/16/2013,10/11/2013,part8a9d16c,2
10095,10/15/2013,10/11/2013,part7259bf2,2
10095,10/15/2013,10/11/2013,part3edf6e1,2
10096,10/16/2013,10/11/2013,part8acdaf4,2
10096,10/16/2013,10/11/2013,partb0df885,2
10097,10/14/2013,10/11/2013,part0950021,8
10097,10/14/2013,10/11/2013,part7ba1b78,4
10097,10/14/2013,10/11/2013,part135f5cf,4
10097,10/14/2013,10/11/2013,part5f59e4c,12
10098,10/14/2013,10/11/2013,partb54e408,2
